Kecamatan; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti
wiyung; 700.000.000 ;5;3;240;275;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;4 Mobil;PAM atau PDAM;Tidak;
wiyung; 700.000.000 ;5;4;256;400;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;;;;;;Bagus
wiyung; 700.000.000 ;4;4;300;420;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 714.000.000 ;2;1;75;60;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 715.000.000 ;2;2;50;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 715.000.000 ;2;2;50;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 715.000.000 ;2;2;50;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
benowo; 720.000.000 ;2;2;62;56;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 725.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 725.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Tenggara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 725.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Tenggara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 725.000.000 ;2;2;52;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 725.000.000 ;2;2;52;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 725.000.000 ;2;1;52;90;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 725.000.000 ;3;2;59;57;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
benowo; 725.000.000 ;4;2;72;140;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 725.000.000 ;2;1;84;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Baru
benowo; 725.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;900;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
bubutan; 725.000.000 ;2;2;127;187;Lainnya (PPJB,Girik,Adat,dll);;;;Unfurnished;2;;;;;;Bagus
wiyung; 727.000.000 ;3;3;180;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
benowo; 730.000.000 ;2;2;91;91;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Baru
benowo; 730.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;;PAM atau PDAM;Tidak;Bagus
benowo; 730.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Ya;;PAM atau PDAM;Tidak;Bagus
benowo; 730.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;
rungkut; 735.000.000 ;3;1;101;65;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 740.000.000 ;3;2;52;88;SHM - Sertifikat Hak Milik;3300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
pakal; 745.000.000 ;2;1;78;55;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
rungkut; 745.000.000 ;5;2;96;200;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tambaksari; 750.000.000 ;3;2;50;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 750.000.000 ;3;2;52;85;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Timur Laut;Tidak;2 Mobil;;Tidak;
kenjeran; 750.000.000 ;2;1;57;50;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Butuh Renovasi
tambaksari; 750.000.000 ;3;2;58;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
tambaksari; 750.000.000 ;3;2;58;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tambaksari; 750.000.000 ;3;2;58;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 750.000.000 ;3;2;60;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 750.000.000 ;2;1;60;50;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;
rungkut; 750.000.000 ;2;1;60;50;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;
kenjeran; 750.000.000 ;2;1;65;55;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;PAM atau PDAM;Tidak;
pakal; 750.000.000 ;1;1;72;72;Lainnya (PPJB,Girik,Adat,dll);;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
pakal; 750.000.000 ;3;1;72;63;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;Barat;Ya;;PAM atau PDAM;Tidak;Bagus
pakal; 750.000.000 ;2;1;72;60;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 750.000.000 ;2;1;78;78;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;
rungkut; 750.000.000 ;2;1;80;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
asemrowo; 750.000.000 ;4;2;84;120;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;Timur;;;;;Bagus Sekali
asemrowo; 750.000.000 ;4;2;84;120;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;2;Timur;;;;;Bagus Sekali
asemrowo; 750.000.000 ;4;2;84;120;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;Timur;;;;;Bagus Sekali
mulyorejo; 750.000.000 ;1;1;84;84;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
mulyorejo; 750.000.000 ;1;1;84;84;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 750.000.000 ;3;1;84;74;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 750.000.000 ;2;1;90;66;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 750.000.000 ;2;1;90;66;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
rungkut; 750.000.000 ;2;1;90;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Butuh Renovasi
tambaksari; 750.000.000 ;2;1;90;90;HGB - Hak Guna Bangunan;;;;Unfurnished;1;;;;;;Bagus
pakal; 750.000.000 ;2;1;91;56;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;;Tidak;Bagus
tambaksari; 750.000.000 ;2;1;91;77;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat Daya;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 750.000.000 ;3;2;96;96;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;
pakal; 750.000.000 ;2;1;97;50;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 750.000.000 ;2;1;98;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
gubeng; 750.000.000 ;3;2;100;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
gubeng; 750.000.000 ;3;2;100;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
gubeng; 750.000.000 ;3;2;100;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 750.000.000 ;2;1;100;100;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 750.000.000 ;3;1;105;105;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
pakal; 750.000.000 ;2;1;105;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus
tandes; 750.000.000 ;5;2;108;108;SHM - Sertifikat Hak Milik;900;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 750.000.000 ;2;1;113;72;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
lakarsantri; 750.000.000 ;2;1;120;120;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;;Tidak;Butuh Renovasi
lakarsantri; 750.000.000 ;2;1;120;120;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
lakarsantri; 750.000.000 ;2;1;120;100;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
tambaksari; 750.000.000 ;3;2;128;80;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
rungkut; 760.000.000 ;3;1;75;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 760.000.000 ;2;1;84;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;;Tidak;Baru
rungkut; 765.000.000 ;3;2;54;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
rungkut; 765.000.000 ;3;2;54;80;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Timur Laut;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
tandes; 765.000.000 ;3;1;78;90;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Barat;Tidak;;;Tidak;Sudah Renovasi
rungkut; 765.000.000 ;2;1;84;80;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;;;;;;Sudah Renovasi
rungkut; 765.000.000 ;2;1;84;80;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Sudah Renovasi
rungkut; 770.000.000 ;3;2;50;57;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Barat Laut;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 770.000.000 ;3;2;52;57;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Barat Daya;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 775.000.000 ;2;2;48;60;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
jambangan; 775.000.000 ;2;2;51;60;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;2;;;;;;Baru
rungkut; 775.000.000 ;3;3;52;72;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
kenjeran; 775.000.000 ;2;2;59;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 775.000.000 ;3;2;60;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
lakarsantri; 775.000.000 ;2;1;72;72;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;;Tidak;Bagus
wonokromo; 775.000.000 ;2;2;77;77;Lainnya (PPJB,Girik,Adat,dll);1300;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Bagus
lakarsantri; 775.000.000 ;2;2;90;90;SHM - Sertifikat Hak Milik;900;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;PAM atau PDAM;Tidak;
benowo; 775.000.000 ;3;1;98;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 775.000.000 ;4;4;115;180;HGB - Hak Guna Bangunan;3500;;Tidak;Unfurnished;2;;Tidak;;;Ya;Bagus
benowo; 775.000.000 ;2;1;120;450;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
pakal; 775.000.000 ;2;1;120;80;SHM - Sertifikat Hak Milik;2200;Tidak;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 775.000.000 ;3;2;123;80;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 775.000.000 ;5;4;135;170;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;;Tidak;;;Tidak;Bagus
benowo; 775.000.000 ;2;2;137;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 780.000.000 ;2;1;84;60;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
lakarsantri; 780.000.000 ;2;2;90;80;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 783.000.000 ;3;2;55;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sambikerep; 785.000.000 ;3;2;71;70;SHM - Sertifikat Hak Milik;;;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
pakal; 785.000.000 ;2;1;72;58;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat Laut;Tidak;2 Mobil;;Tidak;Bagus
rungkut; 785.000.000 ;2;1;90;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 785.000.000 ;2;1;90;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 785.000.000 ;2;1;100;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
pakal; 790.000.000 ;1;1;72;50;HGB - Hak Guna Bangunan;1300;Tidak;Tidak;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
tandes; 790.000.000 ;3;2;78;114;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Barat;Ya;1 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
benowo; 790.000.000 ;4;2;90;90;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;;Ya;;PAM atau PDAM;Tidak;Sudah Renovasi
sambikerep; 790.000.000 ;3;2;102;125;Lainnya (PPJB,Girik,Adat,dll);1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
gubeng; 795.000.000 ;6;3;55;55;Lainnya (PPJB,Girik,Adat,dll);1300;;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 795.000.000 ;3;2;65;75;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 795.000.000 ;2;2;78;78;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;
rungkut; 795.000.000 ;4;3;79;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 795.000.000 ;4;3;81;120;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
rungkut; 795.000.000 ;5;2;81;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Baru
wiyung; 795.000.000 ;3;3;84;111;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Baru
rungkut; 795.000.000 ;3;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 795.000.000 ;3;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 795.000.000 ;3;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 795.000.000 ;3;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
rungkut; 795.000.000 ;2;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
gayungan; 795.000.000 ;5;2;131;150;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 797.000.000 ;4;4;300;450;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
rungkut; 799.000.000 ;3;3;52;72;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
rungkut; 799.000.000 ;3;3;52;72;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tandes; 799.000.000 ;3;1;84;84;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 800.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Ya;Baru
gubeng; 800.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
mulyorejo; 800.000.000 ;2;1;45;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;1;45;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;1;45;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;1;45;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;1;45;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;1;45;90;HGB - Hak Guna Bangunan;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;2;45;59;HGB - Hak Guna Bangunan;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;2;45;70;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru
sukolilo; 800.000.000 ;5;3;45;60;HGB - Hak Guna Bangunan;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;1;45;60;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;1;45;60;HGB - Hak Guna Bangunan;2200;;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;1;2;45;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
wonokromo; 800.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;3;2;50;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
sukolilo; 800.000.000 ;3;2;50;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
sukolilo; 800.000.000 ;3;2;50;65;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 800.000.000 ;2;2;50;60;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
simokerto; 800.000.000 ;3;2;52;112;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 800.000.000 ;3;2;59;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 800.000.000 ;2;2;60;56;HGB - Hak Guna Bangunan;2200;;;Unfurnished;2;;;;;;Baru
rungkut; 800.000.000 ;2;1;60;50;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
